city,state_id,state_name,lat,lng
Glenvar,VA,Virginia,37.276,-80.1256
Glenvar Heights,FL,Florida,25.709,-80.3156
Glenview,IL,Illinois,42.0825,-87.8216
Glenview,KY,Kentucky,38.302,-85.6519
Glenview Hills,KY,Kentucky,38.2951,-85.6382
Glenview Manor,KY,Kentucky,38.2907,-85.6333
Glenvil,NE,Nebraska,40.5027,-98.2545
Glenville,WV,West Virginia,38.9379,-80.8339
Glenville,CT,Connecticut,41.0349,-73.6656
Glenville,MN,Minnesota,43.5738,-93.2817
Glenville,NC,North Carolina,35.1718,-83.1273
Glenwillow,OH,Ohio,41.3606,-81.4728
Glenwood,IL,Illinois,41.5409,-87.6116
Glenwood,IA,Iowa,41.0446,-95.7408
Glenwood,MN,Minnesota,45.6517,-95.3643
Glenwood,AR,Arkansas,34.3279,-93.5309
Glenwood,GA,Georgia,32.1805,-82.6709
Glenwood,NE,Nebraska,40.7555,-99.081
Glenwood,UT,Utah,38.7625,-111.988
Glenwood,WA,Washington,46.0228,-121.2925
Glenwood,IN,Indiana,39.6256,-85.3025
Glenwood,MO,Missouri,40.5243,-92.5765
Glenwood,AL,Alabama,31.6675,-86.173
Glenwood,NM,New Mexico,33.3188,-108.8811
Glenwood City,WI,Wisconsin,45.057,-92.1714
Glenwood Landing,NY,New York,40.8295,-73.6378
Glenwood Springs,CO,Colorado,39.5455,-107.3346
Glidden,IA,Iowa,42.0576,-94.7267
Glidden,TX,Texas,29.6975,-96.5907
Glidden,WI,Wisconsin,46.1346,-90.5721
Glide,OR,Oregon,43.3029,-123.0666
Globe,AZ,Arizona,33.3869,-110.7515
Gloria Glens Park,OH,Ohio,41.0577,-81.901
Glorieta,NM,New Mexico,35.5839,-105.7629
Gloster,MS,Mississippi,31.1951,-91.0176
Gloster,LA,Louisiana,32.1921,-93.8112
Gloucester,MA,Massachusetts,42.626,-70.6897
Gloucester,NC,North Carolina,34.7292,-76.5391
Gloucester City,NJ,New Jersey,39.8924,-75.1172
Gloucester Courthouse,VA,Virginia,37.4053,-76.526
Gloucester Point,VA,Virginia,37.2767,-76.5043
Glouster,OH,Ohio,39.5023,-82.0842
Gloversville,NY,New York,43.0491,-74.3465
Gloverville,SC,South Carolina,33.5274,-81.8145
Glyndon,MN,Minnesota,46.8709,-96.5784
Gnadenhutten,OH,Ohio,40.3594,-81.4293
Gobles,MI,Michigan,42.3617,-85.8774
Goddard,KS,Kansas,37.6658,-97.5621
Godfrey,IL,Illinois,38.9577,-90.2156
Godley,TX,Texas,32.4513,-97.5322
Godley,IL,Illinois,41.2385,-88.2452
Godwin,NC,North Carolina,35.2134,-78.6771
Goehner,NE,Nebraska,40.8327,-97.2196
Goessel,KS,Kansas,38.2473,-97.3456
Goff,KS,Kansas,39.6643,-95.9319
Golconda,IL,Illinois,37.3622,-88.4872
Golconda,NV,Nevada,40.9614,-117.5077
Gold Bar,WA,Washington,47.8563,-121.692
Gold Beach,OR,Oregon,42.3974,-124.4171
Gold Canyon,AZ,Arizona,33.3715,-111.4369
Gold Hill,OR,Oregon,42.4358,-123.0526
Gold Hill,CO,Colorado,40.0597,-105.4189
Gold Key Lake,PA,Pennsylvania,41.3145,-74.9434
Gold River,CA,California,38.6268,-121.2488
Golden,CO,Colorado,39.7406,-105.2118
Golden,IL,Illinois,40.1104,-91.0193
Golden,MO,Missouri,36.5266,-93.6637
Golden,MS,Mississippi,34.4866,-88.1863
Golden Beach,MD,Maryland,38.49,-76.7019
Golden Beach,FL,Florida,25.966,-80.121
Golden City,MO,Missouri,37.3931,-94.0943
Golden Gate,FL,Florida,26.1844,-81.7031
Golden Gate,IL,Illinois,38.3588,-88.2045
Golden Glades,FL,Florida,25.9129,-80.2013
Golden Grove,SC,South Carolina,34.7324,-82.4408
Golden Hills,CA,California,35.1512,-118.5024
Golden Meadow,LA,Louisiana,29.3876,-90.2739
Golden Shores,AZ,Arizona,34.7819,-114.4777
Golden Triangle,NJ,New Jersey,39.9288,-75.0398
Golden Valley,MN,Minnesota,44.9901,-93.3591
Golden Valley,AZ,Arizona,35.206,-114.2327
Golden Valley,NV,Nevada,39.6177,-119.8231
Golden Valley,ND,North Dakota,47.2901,-102.0652
Goldendale,WA,Washington,45.8191,-120.8233
Goldenrod,FL,Florida,28.6114,-81.2916
Golden's Bridge,NY,New York,41.2877,-73.6681
Goldfield,IA,Iowa,42.7356,-93.9181
Goldfield,NV,Nevada,37.7121,-117.2378
Goldfield,CO,Colorado,38.7177,-105.1254
Goldonna,LA,Louisiana,32.0193,-92.9162
Goldsboro,NC,North Carolina,35.3778,-77.972
Goldsboro,PA,Pennsylvania,40.1544,-76.7516
Goldsboro,MD,Maryland,39.0317,-75.7821
Goldsby,OK,Oklahoma,35.1304,-97.4779
Goldsmith,TX,Texas,31.9833,-102.6164
Goldston,NC,North Carolina,35.5929,-79.3286
Goldstream,AK,Alaska,64.9339,-148.0083
Goldthwaite,TX,Texas,31.4513,-98.5736
Goldville,AL,Alabama,33.0841,-85.7831
Goleta,CA,California,34.436,-119.8596
Golf,IL,Illinois,42.0586,-87.785
Golf,FL,Florida,26.5043,-80.1092
Golf Manor,OH,Ohio,39.1878,-84.4469
Goliad,TX,Texas,28.6708,-97.3916
Golinda,TX,Texas,31.3711,-97.0763
Golovin,AK,Alaska,64.564,-162.9989
Goltry,OK,Oklahoma,36.5319,-98.1514
Golva,ND,North Dakota,46.7347,-103.9829
Gonvick,MN,Minnesota,47.7391,-95.5125
Gonzales,LA,Louisiana,30.2132,-90.9234
Gonzales,CA,California,36.506,-121.4429
Gonzales,TX,Texas,29.5126,-97.4472
Gonzalez,FL,Florida,30.5822,-87.2906
Goochland,VA,Virginia,37.6973,-77.8944
Good Hope,CA,California,33.7706,-117.2772
Good Hope,AL,Alabama,34.1098,-86.8651
Good Hope,IL,Illinois,40.5574,-90.6752
Good Hope,GA,Georgia,33.785,-83.6094
Good Hope,OH,Ohio,39.4467,-83.3594
Good Thunder,MN,Minnesota,44.0067,-94.0703
Goodell,IA,Iowa,42.9237,-93.614
Goodfield,IL,Illinois,40.6252,-89.2694
Goodhue,MN,Minnesota,44.4007,-92.6255
Gooding,ID,Idaho,42.9373,-114.7134
Goodland,KS,Kansas,39.3489,-101.7142
Goodland,IN,Indiana,40.7637,-87.2952
Goodland,FL,Florida,25.9252,-81.648
Goodlettsville,TN,Tennessee,36.3327,-86.7029
Goodlow,TX,Texas,32.1091,-96.2152
Goodman,MO,Missouri,36.7388,-94.4091
Goodman,MS,Mississippi,32.9677,-89.9128
Goodman,WI,Wisconsin,45.6231,-88.3518
Goodnews Bay,AK,Alaska,59.1271,-161.5754
Goodnight,MO,Missouri,37.4516,-93.2311
Goodrich,MI,Michigan,42.9147,-83.5092
Goodrich,TX,Texas,30.6093,-94.9467
Goodrich,ND,North Dakota,47.476,-100.1248
Goodridge,MN,Minnesota,48.1442,-95.8039
Goodview,MN,Minnesota,44.0693,-91.7167
Goodville,PA,Pennsylvania,40.128,-76.0046
Goodwater,AL,Alabama,33.0608,-86.0516
Goodwell,OK,Oklahoma,36.5943,-101.6326
Goodwin,SD,South Dakota,44.8775,-96.8497
Goodyear,AZ,Arizona,33.2613,-112.3622
Goodyear Village,AZ,Arizona,33.1973,-111.8724
Goodyears Bar,CA,California,39.5458,-120.8881
Goofy Ridge,IL,Illinois,40.3949,-89.9407
Goose Creek,SC,South Carolina,32.9925,-80.0054
Goose Creek,KY,Kentucky,38.2934,-85.5906
Goose Lake,IA,Iowa,41.9678,-90.3816
Gopher Flats,OR,Oregon,45.6658,-118.7225
Gordo,AL,Alabama,33.322,-87.904
Gordon,GA,Georgia,32.8866,-83.3349
Gordon,NE,Nebraska,42.8063,-102.2039
Gordon,PA,Pennsylvania,40.75,-76.3401
Gordon,TX,Texas,32.5455,-98.3672
Gordon,AL,Alabama,31.1436,-85.0925
Gordon,OH,Ohio,39.9303,-84.5091
Gordon,WI,Wisconsin,46.2409,-91.7995
Gordon Heights,NY,New York,40.8645,-72.9678
Gordonsville,VA,Virginia,38.136,-78.1879
Gordonsville,TN,Tennessee,36.1817,-85.9324
Gordonville,PA,Pennsylvania,40.0211,-76.1365
Gordonville,MO,Missouri,37.3111,-89.6739
Gordonville,AL,Alabama,32.1489,-86.6994
Gore,OK,Oklahoma,35.5417,-95.1129
Goree,TX,Texas,33.468,-99.5236
Goreville,IL,Illinois,37.5611,-88.9557
Gorham,KS,Kansas,38.8806,-99.0237
Gorham,IL,Illinois,37.7151,-89.4831
Gorman,NC,North Carolina,36.0418,-78.8091
Gorman,TX,Texas,32.2136,-98.6721
Gorman,MD,Maryland,39.2923,-79.3527
Gorst,WA,Washington,47.5237,-122.7057
Goshen,IN,Indiana,41.5743,-85.8308
Goshen,CA,California,36.3518,-119.421
Goshen,AR,Arkansas,36.1043,-94.0035
Goshen,KY,Kentucky,38.4027,-85.5825
Goshen,UT,Utah,39.951,-111.9008
Goshen,OH,Ohio,39.2325,-84.1532
Goshen,VA,Virginia,37.9901,-79.5067
Goshen,AL,Alabama,31.7182,-86.1242
Gosnell,AR,Arkansas,35.9645,-89.9721
Gosport,IN,Indiana,39.3507,-86.6665
Gotebo,OK,Oklahoma,35.0711,-98.8744
Gotha,FL,Florida,28.5307,-81.5191
Gotham,WI,Wisconsin,43.2225,-90.297
Gothenburg,NE,Nebraska,40.9241,-100.154
Gouglersville,PA,Pennsylvania,40.2701,-76.0192
Gould,AR,Arkansas,33.9872,-91.564
Gould,OK,Oklahoma,34.6693,-99.7736
Goulding,FL,Florida,30.4397,-87.2299
Goulds,FL,Florida,25.5614,-80.388
Gouldsboro,PA,Pennsylvania,41.2428,-75.4448
Govan,SC,South Carolina,33.2228,-81.1749
Gove City,KS,Kansas,38.9595,-100.4871
Government Camp,OR,Oregon,45.3022,-121.7528
Gowanda,NY,New York,42.4612,-78.9339
Gowen,OK,Oklahoma,34.8781,-95.4742
Gower,MO,Missouri,39.6129,-94.5947
Gowrie,IA,Iowa,42.2778,-94.2897
Graball,TN,Tennessee,36.4837,-86.4396
Grabill,IN,Indiana,41.2098,-84.9681
Grace,ID,Idaho,42.5757,-111.7305
Grace City,ND,North Dakota,47.5513,-98.8039
Gracemont,OK,Oklahoma,35.1878,-98.257
Graceton,PA,Pennsylvania,40.5071,-79.1687
Graceville,FL,Florida,30.9609,-85.5123
Graceville,MN,Minnesota,45.5686,-96.4372
Gracey,KY,Kentucky,36.8792,-87.6638
Grady,AR,Arkansas,34.079,-91.6981
Grady,NM,New Mexico,34.8218,-103.3157
Graeagle,CA,California,39.7572,-120.6486
Graettinger,IA,Iowa,43.2371,-94.7504
Graf,IA,Iowa,42.4939,-90.8735
Graford,TX,Texas,32.9374,-98.2476
Grafton,WI,Wisconsin,43.3204,-87.948
Grafton,WV,West Virginia,39.3409,-80.0161
Grafton,OH,Ohio,41.2808,-82.0367
Grafton,ND,North Dakota,48.4142,-97.4055
Grafton,IL,Illinois,38.9764,-90.4257
Grafton,IA,Iowa,43.3306,-93.0687
Grafton,NE,Nebraska,40.6298,-97.7147
Graham,WA,Washington,47.0407,-122.2756
Graham,NC,North Carolina,36.0596,-79.3892
Graham,TX,Texas,33.1017,-98.5778
Graham,GA,Georgia,31.8292,-82.503
Graham,MO,Missouri,40.2013,-95.0404
Graham,AL,Alabama,33.4552,-85.3231
Grahamtown,MD,Maryland,39.6448,-78.9224
Grain Valley,MO,Missouri,39.0168,-94.2085
Grainfield,KS,Kansas,39.1143,-100.4684
Grainola,OK,Oklahoma,36.9379,-96.6488
Grambling,LA,Louisiana,32.5276,-92.7124
Gramercy,LA,Louisiana,30.061,-90.6928
Gramling,SC,South Carolina,35.0782,-82.1332
Grampian,PA,Pennsylvania,40.9648,-78.6112
Granada,CO,Colorado,38.063,-102.3115
Granada,MN,Minnesota,43.6933,-94.3495
Granbury,TX,Texas,32.4484,-97.7685
Granby,CO,Colorado,40.0648,-105.9194
Granby,MO,Missouri,36.9181,-94.2607
Grand Bay,AL,Alabama,30.4717,-88.345
Grand Beach,MI,Michigan,41.774,-86.7887
Grand Blanc,MI,Michigan,42.9258,-83.6181
Grand Cane,LA,Louisiana,32.0836,-93.8088
Grand Canyon Village,AZ,Arizona,36.0492,-112.1566
Grand Coteau,LA,Louisiana,30.4202,-92.0438
Grand Coulee,WA,Washington,47.9392,-119.0028
Grand Detour,IL,Illinois,41.9011,-89.4137
Grand Falls Plaza,MO,Missouri,37.0355,-94.5379
Grand Forks,ND,North Dakota,47.9218,-97.0886
Grand Forks AFB,ND,North Dakota,47.9557,-97.3913
Grand Haven,MI,Michigan,43.0553,-86.2201
Grand Island,NE,Nebraska,40.9214,-98.3584
Grand Isle,LA,Louisiana,29.2134,-90.0306
Grand Junction,CO,Colorado,39.0876,-108.5673
Grand Junction,IA,Iowa,42.033,-94.237
Grand Junction,TN,Tennessee,35.05,-89.1889
Grand Lake,CO,Colorado,40.2503,-105.8231
Grand Lake Towne,OK,Oklahoma,36.5048,-95.0256
Grand Ledge,MI,Michigan,42.7534,-84.7448
Grand Marais,MN,Minnesota,47.7586,-90.3443
Grand Marsh,WI,Wisconsin,43.8852,-89.7072
Grand Meadow,MN,Minnesota,43.7062,-92.5702
Grand Mound,WA,Washington,46.8053,-123.0119
Grand Mound,IA,Iowa,41.8232,-90.6502
Grand Pass,MO,Missouri,39.205,-93.4427
Grand Point,LA,Louisiana,30.0451,-90.7488
Grand Prairie,TX,Texas,32.6872,-97.0209
Grand Rapids,MI,Michigan,42.962,-85.6562
Grand Rapids,MN,Minnesota,47.238,-93.5327
Grand Rapids,OH,Ohio,41.4078,-83.868
Grand Ridge,FL,Florida,30.7083,-85.0207
Grand Ridge,IL,Illinois,41.2361,-88.831
Grand River,OH,Ohio,41.7418,-81.2846
Grand River,IA,Iowa,40.819,-93.9634
Grand Rivers,KY,Kentucky,37.005,-88.233
Grand Ronde,OR,Oregon,45.0739,-123.621
Grand Saline,TX,Texas,32.6776,-95.7114
Grand Terrace,CA,California,34.0312,-117.3132
Grand Tower,IL,Illinois,37.6343,-89.5013
Grand View,ID,Idaho,42.984,-116.0918
Grand View,WI,Wisconsin,46.368,-91.1034
Grand View Estates,CO,Colorado,39.5439,-104.8189
Grand View-on-Hudson,NY,New York,41.0627,-73.9208
Grandfalls,TX,Texas,31.3405,-102.8545
Grandfather,NC,North Carolina,36.0987,-81.8482
Grandfield,OK,Oklahoma,34.2305,-98.6873
Grandin,MO,Missouri,36.8308,-90.8221
Grandin,ND,North Dakota,47.2367,-97.0033
Grandview,MO,Missouri,38.8802,-94.5227
Grandview,WA,Washington,46.2444,-119.9091
Grandview,TX,Texas,32.2685,-97.1775
Grandview,IL,Illinois,39.8175,-89.6181
Grandview,OH,Ohio,39.1922,-84.7245
Grandview,IN,Indiana,37.9369,-86.9842
Grandview,IA,Iowa,41.2772,-91.1875
Grandview,OK,Oklahoma,35.9556,-95.0047
Grandview Heights,OH,Ohio,39.9793,-83.0408
Grandview Plaza,KS,Kansas,39.0327,-96.793
Grandville,MI,Michigan,42.9003,-85.7564
Grandwood Park,IL,Illinois,42.3929,-87.9871
Grandyle Village,NY,New York,42.9866,-78.9524
Granger,IN,Indiana,41.7373,-86.135
Granger,WA,Washington,46.3455,-120.1926
Granger,IA,Iowa,41.7616,-93.8234
Granger,TX,Texas,30.718,-97.4411
Granger,WY,Wyoming,41.597,-109.9627
Granger,MO,Missouri,40.467,-91.9736
Grangeville,ID,Idaho,45.926,-116.1225
Grangeville,CA,California,36.3439,-119.7075
Granite,OK,Oklahoma,34.9561,-99.3703
Granite,UT,Utah,40.5711,-111.7959
Granite,OR,Oregon,44.81,-118.4187
Granite Bay,CA,California,38.7601,-121.1714
Granite City,IL,Illinois,38.7292,-90.1266
Granite Falls,WA,Washington,48.0874,-121.9706
Granite Falls,NC,North Carolina,35.7966,-81.4233
Granite Falls,MN,Minnesota,44.8107,-95.5375
Granite Hills,CA,California,32.8033,-116.9056
Granite Quarry,NC,North Carolina,35.6126,-80.4484
Granite Shoals,TX,Texas,30.5897,-98.3715
Graniteville,SC,South Carolina,33.5646,-81.8079
Graniteville,VT,Vermont,44.1463,-72.4817
Graniteville,CA,California,39.4443,-120.736
Granjeno,TX,Texas,26.1377,-98.3026
Grannis,AR,Arkansas,34.2398,-94.322
Grano,ND,North Dakota,48.6153,-101.5893
Grant,MN,Minnesota,45.0825,-92.909
Grant,NE,Nebraska,40.8445,-101.7256
Grant,AL,Alabama,34.5189,-86.2492
Grant,MI,Michigan,43.3348,-85.8094
Grant,OK,Oklahoma,33.9387,-95.5156
Grant,IA,Iowa,41.1427,-94.985
Grant City,MO,Missouri,40.4858,-94.4135
Grant Park,IL,Illinois,41.2429,-87.6353
Grant Town,WV,West Virginia,39.559,-80.1772
Grantfork,IL,Illinois,38.8289,-89.6665
Grantley,PA,Pennsylvania,39.9406,-76.7287
Granton,WI,Wisconsin,44.5887,-90.4615
Grants,NM,New Mexico,35.1538,-107.8335
Grants Pass,OR,Oregon,42.4333,-123.3317
Grantsboro,NC,North Carolina,35.1448,-76.8447
Grantsburg,WI,Wisconsin,45.7813,-92.6836
Grantsville,UT,Utah,40.6148,-112.4777
Grantsville,MD,Maryland,39.6969,-79.1528
Grantsville,WV,West Virginia,38.9204,-81.0934
Grant-Valkaria,FL,Florida,27.9322,-80.5655
Grantville,GA,Georgia,33.2371,-84.8293
Grantville,KS,Kansas,39.0807,-95.5569
Grantwood Village,MO,Missouri,38.5509,-90.3532
Granville,OH,Ohio,40.0648,-82.5023
Granville,WV,West Virginia,39.6471,-79.9974
Granville,IL,Illinois,41.2637,-89.23
Granville,IA,Iowa,42.9855,-95.875
Granville,ND,North Dakota,48.2663,-100.8449
Granville South,OH,Ohio,40.0521,-82.5415
Grape Creek,TX,Texas,31.5817,-100.5474
Grapeland,TX,Texas,31.4948,-95.4765
Grapeview,WA,Washington,47.3316,-122.8413
Grapeville,PA,Pennsylvania,40.3253,-79.606
Grapevine,TX,Texas,32.9343,-97.0744
Grasonville,MD,Maryland,38.9559,-76.1948
Grass Lake,MI,Michigan,42.2511,-84.2075
Grass Range,MT,Montana,47.0259,-108.8031
Grass Valley,CA,California,39.2237,-121.0521
Grass Valley,NV,Nevada,40.7971,-117.7603
Grass Valley,OR,Oregon,45.3591,-120.7841
Grassflat,PA,Pennsylvania,41.0031,-78.1113
Grasston,MN,Minnesota,45.7957,-93.1524
Gratiot,WI,Wisconsin,42.5799,-90.0238
Gratiot,OH,Ohio,39.9515,-82.2167
Gratis,OH,Ohio,39.6484,-84.5286
Graton,CA,California,38.4376,-122.866
Gratton,VA,Virginia,37.1351,-81.4212
Gratz,PA,Pennsylvania,40.6073,-76.7159
Gratz,KY,Kentucky,38.4718,-84.947
Gravette,AR,Arkansas,36.4291,-94.3714
Gravity,IA,Iowa,40.7601,-94.7435
Gravois Mills,MO,Missouri,38.3049,-92.8244
Grawn,MI,Michigan,44.6611,-85.6881
Gray,LA,Louisiana,29.6776,-90.7833
Gray,GA,Georgia,33.002,-83.5373
Gray,TN,Tennessee,36.4219,-82.4767
Gray,IA,Iowa,41.8418,-94.9859
Gray Court,SC,South Carolina,34.6078,-82.1144
Gray Summit,MO,Missouri,38.4951,-90.8173
Grayhawk,MO,Missouri,37.931,-90.239
Grayland,WA,Washington,46.8304,-124.0898
Grayling,MI,Michigan,44.6566,-84.7091
Grayling,AK,Alaska,62.8998,-160.1078
Graymoor-Devondale,KY,Kentucky,38.2733,-85.6177
Grayridge,MO,Missouri,36.8247,-89.7819
Grays Prairie,TX,Texas,32.4734,-96.3502
Grays River,WA,Washington,46.3608,-123.589
Grayslake,IL,Illinois,42.3402,-88.0338
Grayson,KY,Kentucky,38.3317,-82.9371
Grayson,GA,Georgia,33.89,-83.9574
Grayson,CA,California,37.565,-121.1794
Grayson,LA,Louisiana,32.0492,-92.1116
Grayson,OK,Oklahoma,35.5053,-95.8718
Grayson Valley,AL,Alabama,33.6469,-86.6414
Graysville,AL,Alabama,33.6583,-86.9674
Graysville,TN,Tennessee,35.4493,-85.0763
Graysville,OH,Ohio,39.6633,-81.1746
Grayville,IL,Illinois,38.2554,-87.997
Grazierville,PA,Pennsylvania,40.6576,-78.2707
Greasewood,AZ,Arizona,35.5279,-109.8614
Greasy,OK,Oklahoma,35.6821,-94.7177
Great Bend,KS,Kansas,38.3593,-98.8016
Great Bend,NY,New York,44.0197,-75.7075
Great Bend,ND,North Dakota,46.1546,-96.801
Great Cacapon,WV,West Virginia,39.6144,-78.2857
Great Falls,MT,Montana,47.5022,-111.2995
Great Falls,VA,Virginia,39.011,-77.3013
Great Falls,SC,South Carolina,34.5753,-80.9048
Great Meadows,NJ,New Jersey,40.877,-74.9034
Great Neck,NY,New York,40.8028,-73.7332
Great Neck Estates,NY,New York,40.7857,-73.7396
Great Neck Gardens,NY,New York,40.7969,-73.7229
Great Neck Plaza,NY,New York,40.7869,-73.7261
Great River,NY,New York,40.7164,-73.1603
Greeley,CO,Colorado,40.4151,-104.7706
Greeley,KS,Kansas,38.3676,-95.1271
Greeley,IA,Iowa,42.5851,-91.3416
Greeley Center,NE,Nebraska,41.5484,-98.5305
Greeley Hill,CA,California,37.7569,-120.1291
Greeleyville,SC,South Carolina,33.5801,-79.9901
Green,OH,Ohio,40.9483,-81.4757
Green,OR,Oregon,43.1509,-123.3854
Green,KS,Kansas,39.43,-96.9998
Green Acres,ND,North Dakota,48.8381,-99.6901
